date,AUD,CAD,CHF,CLP,COP,CZK,EUR,GBP,HKD,HUF,ILS,JPY,MXN,NOK,NZD,PLN,SEK,SGD,USD,ZAR
2020-02-26,0.70341,1.56182,-0.8738,1.67997,4.139977,2.13,-0.40459,0.45317,1.56952,1.009908,0.1725,-0.137645,6.50449,1.71536,0.995,1.615,0.09342,1.3415,0.99669,6.06951
2020-02-27,0.66606,1.50304,-0.87693,1.7599,4.175,2.03,-0.41297,0.40228,1.46747,0.966224,0.16,-0.142055,6.52488,1.62956,0.96,1.54,0.08614,1.218,0.92308,6.1404
2020-02-28,0.63337,1.39511,-0.91193,1.75487,4.215,1.9,-0.44019,0.35557,1.32897,0.893961,0.16,-0.172441,6.52032,1.54763,0.8625,1.425,0.04842,1.08,0.71485,6.30291
2020-03-02,0.57855,1.34767,-0.93957,1.59494,4.10027,1.73,-0.47319,0.30799,1.21916,0.82553,0.16,-0.180704,6.26046,1.45886,0.7175,1.28,0.01184,1.0075,0.66105,6.2118
2020-03-03,0.55677,1.28123,-0.97141,1.45005,3.98575,1.705,-0.48354,0.27221,1.24884,0.812091,0.115,-0.164218,6.03049,1.47088,0.74,1.3,0.03055,1.0425,0.5376,5.99872
2020-03-04,0.50662,1.18128,-0.95964,1.32507,3.81026,1.68,-0.4891,0.23319,1.08918,0.752462,0.105,-0.20605,5.9303,1.32372,0.6425,1.385,0.00748,0.97,0.46109,5.9798
2020-03-05,0.5344,1.07602,-0.97436,1.28002,3.9,1.67,-0.48146,0.23205,1.05807,0.760313,0.09,-0.203505,6.07046,1.28592,0.7,1.365,0.00458,0.9375,0.36724,6.04363
2020-03-06,0.54739,1.0282,-0.98617,1.34501,3.99,1.605,-0.47213,0.24342,0.99943,0.750722,0.09,-0.232613,6.08072,1.27673,0.71,1.33,-0.01133,0.8425,0.28012,6.08743
2020-03-09,0.59699,0.86895,-0.99809,1.27004,4.25534,1.41,-0.49588,0.21371,0.92946,0.709721,0.09,-0.266791,6.36542,1.14348,0.7175,1.14,-0.07567,0.735,0.16667,6.10529
2020-03-10,0.62434,0.88706,-0.96169,1.27003,4.30111,1.41,-0.49257,0.24372,0.94928,0.720872,0.09,-0.223691,6.41552,1.24628,0.7625,1.185,0.01073,0.8275,0.25694,6.06265
2020-03-11,0.59557,0.82794,-0.96171,1.28999,4.57617,1.43,-0.50675,0.18103,0.95941,0.592551,0.125,-0.217314,6.82038,1.21282,0.7725,1.215,0.02075,0.78,0.20357,6.04104
2020-03-12,0.61082,0.85122,-0.93346,1.71956,5.30974,1.535,-0.45911,0.21135,0.91848,0.825408,0.15,-0.217304,7.31497,1.14608,0.73,1.25,0.0714,0.585,0.16315,6.18194
2020-03-13,0.71721,0.74204,-0.87543,1.66929,5.14981,1.55,-0.40407,0.22161,1.05982,0.792395,0.15,-0.214769,7.14519,1.08626,0.7925,1.35,0.126,0.795,0.18824,6.24861
2020-03-16,0.6598,0.74953,-0.92626,1.13899,4.95945,1.17,-0.39054,0.1929,1.04005,0.651426,0.175,-0.157587,7.14519,0.8574,0.6275,1.08,0.1279,0.755,0.14561,6.13171
2020-03-17,0.67576,0.77013,-0.95124,1.02874,4.20314,0.91,-0.3861,0.20884,1.15985,0.493404,0.235,-0.10954,6.85038,0.83135,0.7,0.93,0.11229,0.815,0.19999,5.94093
2020-03-18,0.65476,0.81877,-0.88758,1.14301,4.17222,0.84,-0.3373,0.19779,1.33947,0.593834,0.33,-0.05768,7.10625,0.8372,0.73,0.92,0.15066,0.955,0.2016,6.05127
2020-03-19,0.60117,0.82256,-0.76492,1.15817,3.93,0.83,-0.27352,0.16364,1.34899,0.5865,0.345,-0.05768,6.78124,0.87516,0.82,0.885,0.21079,1.085,0.16411,5.81093
2020-03-20,0.55702,0.77988,-0.70383,1.088,3.43159,0.81,-0.29314,0.1653,1.19925,0.517241,0.345,-0.05768,6.19069,0.73739,0.685,0.77,0.19698,1.06249,0.12651,5.59447
2020-03-23,0.5379,0.74054,-0.70097,1.02252,3.43159,0.77,-0.30296,0.13686,1.20879,0.434226,0.29,-0.093115,6.20094,0.75798,0.5425,0.59,0.21456,1.075,0.10395,5.49069
2020-03-24,0.51343,0.78875,-0.6945,0.91783,3.20209,0.79,-0.27812,0.14815,1.1893,0.406481,0.265,-0.113393,6.24593,0.79565,0.5975,0.625,0.22568,0.94,0.12803,5.23711
2020-03-25,0.51533,0.79177,-0.69688,0.86796,3.2663,0.85,-0.26842,0.14531,1.11893,0.385633,0.265,-0.105768,6.11168,0.82097,0.595,0.71,0.21826,0.85501,0.12142,5.27293
2020-03-26,0.48066,0.75643,-0.70357,0.85354,3.25,0.8,-0.2933,0.14232,1.08674,0.372329,0.265,-0.095629,5.96097,0.80338,0.5525,0.72,0.18636,0.8175,0.09574,5.29181
2020-03-27,0.4413,0.74759,-0.70665,0.84329,3.33984,0.67,-0.3189,0.14852,1.06868,0.415165,0.265,-0.076619,5.83083,0.77235,0.545,0.765,0.16985,0.795,0.08705,5.44105
2020-03-30,0.44566,0.74576,-0.72072,0.81824,3.40101,0.7,-0.32994,0.14692,1.0384,0.453332,0.26,-0.084223,5.89602,0.7429,0.5125,0.735,0.13512,0.595,0.08967,5.33505
2020-03-31,0.43187,0.74733,-0.71024,0.80329,3.54305,0.72,-0.32324,0.14476,1.00815,0.56091,0.26,-0.079144,5.75041,0.73387,0.53,0.74,0.13555,0.73,0.08899,5.25066
2020-04-01,0.38592,0.73984,-0.70396,0.7786,3.67192,0.725,-0.31359,0.13938,1.02876,0.853376,0.26,-0.086788,5.70613,0.707,0.525,0.735,0.12333,0.73,0.0791,5.35446
2020-04-02,0.38165,0.75001,-0.71077,0.86346,3.68497,0.7,-0.30388,0.13218,1.10632,1.064827,0.26,-0.085511,5.58148,0.69765,0.5125,0.725,0.09907,0.66501,0.08874,5.57527
2020-04-03,0.36776,0.7284,-0.71556,0.93843,3.70996,0.68,-0.30832,0.11826,1.06866,1.209964,0.26,-0.082997,5.64568,0.67037,0.495,0.635,0.10885,0.65,0.08499,5.83258
2020-04-06,0.35732,0.7238,-0.69759,1.01816,3.6804,0.69,-0.29073,0.12101,1.07885,1.197634,0.145,-0.07668,5.63995,0.67655,0.48,0.66,0.11759,0.71501,0.1047,5.62487
2020-04-07,0.3704,0.72178,-0.6764,1.02824,3.54498,0.7,-0.25421,0.13798,1.129,1.326954,0.14,-0.075423,5.55028,0.69208,0.485,0.695,0.15011,0.7325,0.12139,5.4423
2020-04-08,0.37343,0.70137,-0.67542,1.00808,3.47341,0.73,-0.24884,0.13267,1.09411,1.393098,0.14,-0.083179,5.52608,0.6917,0.4925,0.63,0.16621,0.713,0.12139,5.47991
2020-04-09,0.3823,0.66679,-0.72218,0.97306,3.47341,0.735,-0.27624,0.11961,1.04843,1.307601,0.14,-0.085673,5.52608,0.6917,0.455,0.56,0.16532,0.65184,0.12139,5.43288
2020-04-10,0.3823,0.66679,-0.72218,0.97306,3.47341,0.735,-0.27624,0.11961,1.04843,1.307601,0.14,-0.102078,5.52608,0.6917,0.455,0.56,0.16532,0.65184,0.12139,5.43288
2020-04-13,0.3823,0.65889,-0.72218,0.97296,3.3174,0.735,-0.27624,0.11961,1.04843,1.307601,0.14,-0.103325,5.56292,0.6917,0.455,0.56,0.16532,0.675,0.09532,5.43288
2020-04-14,0.34882,0.63745,-0.74384,0.92828,3.18193,0.69,-0.29435,0.12316,1.00882,1.147659,0.14,-0.1008,5.33231,0.65362,0.45,0.505,0.14475,0.65,0.09679,4.86237
2020-04-15,0.32631,0.58832,-0.75714,0.86353,3.11098,0.685,-0.29854,0.11439,0.93856,1.138079,0.14,-0.096998,5.27017,0.6325,0.415,0.45,0.12331,0.63,0.07703,4.89169
2020-04-16,0.31416,0.5834,-0.77029,0.75408,3.04511,0.625,-0.28878,0.1181,0.96598,1.093265,0.125,-0.103365,5.18052,0.65318,0.3875,0.465,0.12397,0.6175,0.07676,4.81041
2020-04-17,0.30751,0.60947,-0.81751,0.75404,2.96,0.595,-0.28962,0.1238,0.96861,1.088832,0.125,-0.098255,5.24094,0.67231,0.345,0.455,0.11543,0.6375,0.07968,4.79919
2020-04-20,0.29741,0.5994,-0.82386,0.74408,2.9308,0.575,-0.26097,0.11931,0.97872,1.108949,0.12,-0.098255,5.24094,0.68564,0.3275,0.46,0.13204,0.635,0.0733,4.74116
2020-04-21,0.30362,0.59089,-0.80549,0.74414,2.8965,0.545,-0.22942,0.11419,0.91824,1.113404,0.1225,-0.096988,4.92094,0.66368,0.3425,0.42,0.14058,0.62,0.06806,4.54224
2020-04-22,0.29696,0.61019,-0.78424,0.75399,2.86096,0.565,-0.18803,0.11703,0.84839,1.149308,0.135,-0.110949,4.87095,0.65944,0.3425,0.42,0.14993,0.6125,0.07135,4.58896
2020-04-23,0.29666,0.61407,-0.79464,0.76402,2.78,0.54,-0.21055,0.11109,0.86605,1.180575,0.13,-0.10588,4.93098,0.65631,0.33,0.43,0.14576,0.6325,0.06881,4.59181
2020-04-24,0.28716,0.61509,-0.82255,0.79388,2.78,0.545,-0.25768,0.1067,0.85853,1.15567,0.13,-0.11978,5.12082,0.63167,0.29,0.415,0.11988,0.6275,0.07174,4.60914
2020-04-27,0.28698,0.63203,-0.81671,0.77907,2.83,0.56,-0.26322,0.10534,0.86865,1.142268,0.13,-0.121068,5.06101,0.63098,0.29,0.395,0.09644,0.6225,0.07824,4.60914
2020-04-28,0.28467,0.61235,-0.81118,0.77915,2.82925,0.525,-0.29423,0.09431,0.83347,1.130125,0.13,-0.122153,5.01998,0.60932,0.1775,0.4,0.10952,0.59,0.0754,4.53161
2020-04-29,0.28107,0.61254,-0.80149,0.73419,2.82,0.525,-0.30179,0.09637,0.80881,1.130243,0.13,-0.122153,4.90542,0.59369,0.2175,0.365,0.10288,0.5125,0.06072,4.3975
2020-04-30,0.26256,0.59706,-0.80289,0.72417,2.70081,0.515,-0.33416,0.0871,0.80881,1.119991,0.13,-0.122294,4.94071,0.55506,0.1925,0.375,0.09654,0.465,0.05005,4.37803
2020-05-01,0.26166,0.59004,-0.80289,0.72417,2.70081,0.515,-0.33416,0.0871,0.80881,1.119991,0.13,-0.113697,4.94071,0.55506,0.185,0.375,0.09654,0.465,0.05668,4.37803
2020-05-04,0.25045,0.59225,-0.80249,0.7243,2.7808,0.49,-0.32905,0.06947,0.81875,1.131059,0.14,-0.113697,4.92579,0.53325,0.18,0.42,0.07514,0.415,0.04774,4.34702
2020-05-05,0.24676,0.59202,-0.80943,0.6594,2.72146,0.49,-0.33667,0.06883,0.80861,1.11963,0.135,-0.113697,4.88081,0.51284,0.2025,0.44,0.06818,0.43295,0.04598,4.29977
2020-05-06,0.24075,0.5903,-0.81281,0.64943,2.67071,0.49,-0.31208,0.05517,0.81912,1.10651,0.13,-0.113697,4.82626,0.50363,0.22,0.475,0.08486,0.50687,0.0362,4.37789
2020-05-07,0.24322,0.54412,-0.82532,0.64441,2.515,0.5,-0.30182,0.05645,0.83795,1.090627,0.12,-0.112247,4.67592,0.35489,0.195,0.495,0.08166,0.50687,-0.01201,4.27254
2020-05-08,0.20251,0.54344,-0.82532,0.61461,2.51555,0.5,-0.30182,0.05645,0.77928,1.090627,0.12,-0.110939,4.5607,0.35489,0.175,0.495,0.08166,0.4275,0.00356,4.27254
2020-05-11,0.20044,0.55319,-0.81528,0.62456,2.60105,0.37,-0.30643,0.05086,0.79936,0.969705,0.11,-0.10587,4.64076,0.33509,0.165,0.48,0.08714,0.4325,0.0105,4.20937
2020-05-12,0.19607,0.54639,-0.82217,0.61469,2.65179,0.335,-0.29464,0.02738,0.77909,0.894073,0.12,-0.107127,4.63567,0.3211,0.1775,0.465,0.0991,0.405,0.00215,4.10677
2020-05-13,0.19224,0.5449,-0.81724,0.59474,2.64085,0.3,-0.29919,0.00884,0.76936,0.920747,0.115,-0.107127,4.71096,0.31598,0.11,0.465,0.06953,0.3825,0.00507,4.04052
2020-05-14,0.18159,0.5274,-0.81098,0.57479,2.56,0.28,-0.29315,0.0221,0.74796,0.934922,0.105,-0.107127,4.79064,0.29693,0.1225,0.435,0.05623,0.399,-0.00137,4.10339
2020-05-15,0.18959,0.53782,-0.82407,0.5648,2.55056,0.28,-0.28791,0.02175,0.74944,0.92156,0.105,-0.108394,4.73069,0.29965,0.12,0.43,0.05733,0.385,0.00303,4.13016
2020-05-18,0.19217,0.53782,-0.81493,0.5598,2.51099,0.31,-0.28325,0.01809,0.73943,0.890412,0.1,-0.112206,4.69065,0.33303,0.11,0.47,0.05768,0.365,0.02843,4.00951
2020-05-19,0.22012,0.55944,-0.80275,0.54982,2.42665,0.34,-0.27516,0.01715,0.76932,0.854699,0.1,-0.107137,4.73063,0.34835,0.1425,0.4975,0.07003,0.3465,0.02321,4.00096
2020-05-20,0.21741,0.55785,-0.79632,0.50978,2.34565,0.34,-0.28014,0.00615,0.79957,0.847528,0.09,-0.104592,4.74076,0.34095,0.145,0.51,0.0775,0.298,0.01471,4.02546
2020-05-21,0.22011,0.56104,-0.79632,0.50978,2.37075,0.355,-0.29425,-0.02511,0.80894,0.830365,0.09,-0.107025,4.76576,0.34095,0.1425,0.52,0.0775,0.325,0.02072,4.13469
2020-05-22,0.26022,0.5547,-0.8083,0.49981,2.41522,0.36,-0.2938,-0.01958,1.15977,0.815059,0.09,-0.112075,4.83056,0.33854,0.1625,0.525,0.07715,0.3075,0.01291,4.20179
2020-05-25,0.2624,0.5547,-0.8083,0.49981,2.41522,0.36,-0.2938,-0.01958,1.14947,0.815059,0.09,-0.104592,4.83056,0.33854,0.185,0.525,0.07715,0.3075,0.01291,4.20179
2020-05-26,0.25914,0.56946,-0.79063,0.60471,2.3915,0.38,-0.27638,0.0087,1.03925,0.875017,0.095,-0.10586,4.75071,0.35614,0.21,0.51,0.08596,0.315,0.01955,4.1421
2020-05-27,0.26183,0.56136,-0.780497,0.60471,2.39588,0.385,-0.28413,0.00093,1.08997,0.91343,0.095,-0.103305,4.82608,0.38573,0.2075,0.51,0.08939,0.315,0.02184,4.17241
2020-05-28,0.26706,0.57017,-0.7743,0.5998,2.415,0.355,-0.28483,-0.00211,1.14903,0.832446,0.095,-0.107147,4.82107,0.39018,0.2125,0.36,0.09127,0.3475,0.02228,4.14651
2020-05-29,0.26636,0.56077,-0.77837,0.59982,2.415,0.315,-0.30001,-0.01279,1.1397,0.778868,0.095,-0.104491,4.81541,0.39216,0.2275,0.29,0.08148,0.3125,0.00781,4.11113
2020-06-01,0.26761,0.57037,-0.77837,0.59981,2.42989,0.345,-0.29435,0.00094,1.01921,0.778868,0.095,-0.103274,4.84547,0.39216,0.2275,0.32,0.08762,0.31,0.00329,4.04577
2020-06-02,0.25657,0.57407,-0.76433,0.63978,2.43607,0.355,-0.30363,-0.00374,0.95977,0.738524,0.09,-0.104612,4.79548,0.40006,0.2225,0.325,0.08878,0.335,0.00676,3.96098
2020-06-03,0.25842,0.61557,-0.75173,0.70974,2.4806,0.375,-0.29169,0.00791,0.96953,0.749403,0.09,-0.104612,4.72587,0.4318,0.225,0.325,0.09805,0.3575,0.02249,3.89448
2020-06-04,0.26491,0.61918,-0.7508,0.71473,2.55,0.395,-0.29892,0.01708,0.95972,0.736971,0.105,-0.099553,4.74078,0.4339,0.225,0.33,0.09205,0.375,0.02991,3.87933
2020-06-05,0.27423,0.65619,-0.74292,0.69972,2.60491,0.445,-0.30036,0.03068,0.90982,0.792355,0.105,-0.090672,4.8406,0.48526,0.2475,0.365,0.08952,0.414,0.0562,4.005
2020-06-08,0.27423,0.62356,-0.74167,0.65471,2.54984,0.455,-0.31063,0.02971,0.84978,0.827993,0.115,-0.086849,4.81083,0.49325,0.2475,0.3675,0.08914,0.4175,0.05383,4.02383
2020-06-09,0.28685,0.60332,-0.7263,0.60483,2.57652,0.45,-0.29917,0.03435,0.82976,0.781082,0.11,-0.095721,4.73583,0.49943,0.2475,0.345,0.08555,0.3715,0.04454,4.06346
2020-06-10,0.28496,0.57744,-0.72469,0.60483,2.60106,0.455,-0.29702,0.01843,0.78948,0.780628,0.1025,-0.097008,4.64578,0.51735,0.25,0.34,0.09001,0.3575,0.02199,4.06661
2020-06-11,0.2796,0.56788,-0.73089,0.59484,2.60985,0.43,-0.31116,0.00597,0.7696,0.742199,0.085,-0.102057,4.58084,0.50045,0.255,0.34,0.07438,0.335,0.01203,4.03071
2020-06-12,0.26846,0.57348,-0.73736,0.61986,2.52481,0.435,-0.32734,0.00274,0.81987,0.751,0.085,-0.104602,4.5855,0.49341,0.245,0.315,0.05183,0.345,0.02571,3.98275
2020-06-15,0.25918,0.5767,-0.73611,0.61485,2.52481,0.455,-0.3262,0.00478,0.82981,0.750356,0.095,-0.108394,4.58051,0.49002,0.2525,0.305,0.03973,0.3375,0.02345,3.99998
2020-06-16,0.25994,0.57695,-0.72608,0.62476,2.53818,0.46,-0.32619,0.00613,0.79985,0.760372,0.0825,-0.102068,4.58055,0.48984,0.2575,0.31,0.03002,0.3475,0.03397,3.99998
2020-06-17,0.24243,0.57505,-0.7201,0.54987,2.44149,0.44,-0.33623,-0.0077,0.7695,0.767334,0.08,-0.096978,4.57586,0.49105,0.2425,0.33,0.02029,0.3415,0.02688,3.97155
2020-06-18,0.23937,0.57417,-0.7185,0.46994,2.37485,0.425,-0.34933,-0.00069,0.73967,0.765669,0.0775,-0.0957,4.59568,0.51499,0.225,0.315,0.01971,0.3275,0.02548,3.89953
2020-06-19,0.24031,0.57424,-0.73171,0.48991,2.31985,0.42,-0.35878,-0.00422,0.74986,0.731292,0.0775,-0.088096,4.55036,0.5093,0.235,0.3075,0.01971,0.3275,0.02253,3.86011
2020-06-22,0.23104,0.56819,-0.72703,0.49987,2.31985,0.425,-0.37641,-0.01369,0.76989,0.695544,0.075,-0.090631,4.53056,0.50305,0.23,0.285,0.01102,0.334,0.01826,3.84011
2020-06-23,0.24052,0.57071,-0.71394,0.50485,2.28189,0.405,-0.36687,-0.00745,0.75957,0.596975,0.07,-0.090611,4.49569,0.50793,0.2375,0.285,0.01521,0.35,0.02052,3.84395
2020-06-24,0.24331,0.56955,-0.71192,0.48486,2.30121,0.405,-0.3727,-0.00172,0.72972,0.57379,0.065,-0.089354,4.56086,0.50952,0.2125,0.295,0.01401,0.339,0.02077,3.79546
2020-06-25,0.23977,0.5722,-0.71877,0.49483,2.2849,0.375,-0.37284,-0.00787,0.72972,0.558017,0.0625,-0.088066,4.47067,0.49392,0.2025,0.3,0.00782,0.329,0.01514,3.75146
2020-06-26,0.24087,0.56888,-0.72028,0.50477,2.24547,0.37,-0.38451,-0.01024,0.7198,0.570048,0.0625,-0.088066,4.45041,0.4895,0.21,0.3,-0.0038,0.32,0.00513,3.77483
2020-06-29,0.23293,0.57433,-0.73457,0.50477,2.24547,0.36,-0.3834,-0.02185,0.72965,0.589369,0.0625,-0.088025,4.42051,0.47709,0.2075,0.305,-0.00454,0.309,0.00076,3.76679
2020-06-30,0.23081,0.57062,-0.72908,0.52969,2.23201,0.35,-0.38991,-0.02836,0.71995,0.602971,0.065,-0.086778,4.3955,0.47441,0.2125,0.28,-0.00632,0.3015,-0.00083,3.74817
2020-07-01,0.2288,0.57062,-0.71963,0.5248,2.25128,0.345,-0.38956,-0.00813,0.71995,0.651508,0.07,-0.086809,4.38068,0.47933,0.2175,0.305,-0.02671,0.31,-0.00083,3.70692
2020-07-02,0.2168,0.57894,-0.72738,0.51486,2.21491,0.34,-0.38498,-0.01525,0.68956,0.646455,0.0725,-0.086799,4.40065,0.47056,0.2175,0.28,-0.02714,0.319,-0.00083,3.72676
2020-07-03,0.22019,0.57894,-0.72738,0.51486,2.21491,0.34,-0.38726,-0.01525,0.67981,0.655387,0.0725,-0.091848,4.40065,0.47056,0.215,0.275,-0.02714,0.3065,-0.00083,3.71224
2020-07-06,0.21915,0.57668,-0.72285,0.50487,2.12006,0.34,-0.38384,-0.01,0.66996,0.640678,0.07,-0.086778,4.38072,0.47043,0.225,0.285,-0.02652,0.3175,0.00757,3.7543
2020-07-07,0.20514,0.5672,-0.71991,0.50486,2.14606,0.355,-0.37994,-0.01502,0.63994,0.642499,0.0825,-0.093115,4.42558,0.47559,0.225,0.2825,-0.02374,0.295,0.00547,3.81143
2020-07-08,0.19848,0.57435,-0.72623,0.50486,2.12057,0.355,-0.37816,-0.02444,0.64996,0.662053,0.09,-0.094362,4.42561,0.45832,0.2225,0.28,-0.03186,0.275,0.00065,3.86799
2020-07-09,0.19737,0.56071,-0.73246,0.55983,2.17002,0.35,-0.38266,-0.03056,0.65022,0.670539,0.08,-0.094342,4.43585,0.45631,0.225,0.2775,-0.03732,0.295,-0.00413,3.89481
2020-07-10,0.19754,0.56529,-0.74524,0.57479,2.20082,0.385,-0.38971,-0.03476,0.61,0.674989,0.08,-0.096856,4.37063,0.45186,0.215,0.2825,-0.04194,0.295,-0.0021,3.85828
2020-07-13,0.21048,0.5683,-0.73322,0.55978,2.2206,0.415,-0.37005,-0.0236,0.57007,0.679439,0.075,-0.08546,4.38055,0.46577,0.2225,0.2975,-0.0347,0.2975,0.00347,3.81047
2020-07-14,0.21886,0.56738,-0.73682,0.54977,2.2461,0.395,-0.37236,-0.03604,0.48972,0.688278,0.075,-0.08546,4.38046,0.46018,0.2125,0.285,-0.04046,0.2965,2e-05,3.82005
2020-07-15,0.21774,0.56108,-0.73665,0.5597,2.22049,0.425,-0.3794,-0.04023,0.48995,0.693039,0.0725,-0.086728,4.36587,0.46159,0.215,0.2875,-0.04052,0.3075,0.00449,3.75473
2020-07-16,0.20624,0.56134,-0.7439,0.5597,2.21506,0.42,-0.39386,-0.0568,0.49972,0.70614,0.0675,-0.093024,4.38578,0.45259,0.215,0.28,-0.03703,0.288,0.00178,3.72437
2020-07-17,0.21246,0.56874,-0.74454,0.57468,2.20015,0.425,-0.39215,-0.04963,0.48996,0.652742,0.0675,-0.090489,4.39558,0.45058,0.21,0.2725,-0.03221,0.27,0.0049,3.71364
2020-07-20,0.21141,0.56375,-0.75102,0.53477,2.20015,0.41,-0.39164,-0.05261,0.49003,0.634946,0.07,-0.089313,4.39072,0.44852,0.21,0.27,-0.03034,0.28,0.00518,3.75358
2020-07-21,0.21391,0.55889,-0.75117,0.51985,2.19017,0.415,-0.39958,-0.05735,0.54013,0.630956,0.07,-0.093024,4.34575,0.43904,0.21,0.2675,-0.02849,0.3,0.00206,3.73667
2020-07-22,0.22079,0.55886,-0.75854,0.53987,2.21026,0.415,-0.40782,-0.06276,0.55002,0.61061,0.07,-0.087934,4.3062,0.41888,0.2175,0.2675,-0.03258,0.2925,0.00398,3.74067
2020-07-23,0.21657,0.55892,-0.75203,0.53984,2.22534,0.42,-0.4099,-0.064,0.57036,0.605268,0.0725,-0.087934,4.37596,0.42304,0.2225,0.2725,-0.02422,0.285,0.00341,3.83346
2020-07-24,0.21419,0.55649,-0.74392,0.54993,2.23036,0.43,-0.39669,-0.05331,0.58017,0.603981,0.0725,-0.087934,4.38062,0.42316,0.22,0.275,-0.01113,0.279,0.00554,3.87107
2020-07-27,0.21241,0.55271,-0.74689,0.55484,2.21031,0.43,-0.40207,-0.06504,0.5602,0.599533,0.065,-0.089222,4.36556,0.41224,0.2175,0.27,-0.00699,0.288,0.01111,3.84158
2020-07-28,0.22088,0.55139,-0.74303,0.53985,2.23543,0.43,-0.41332,-0.06731,0.52009,0.595106,0.0625,-0.08542,4.35055,0.40537,0.215,0.25,-0.00238,0.288,0.00925,3.83517
2020-07-29,0.2167,0.54504,-0.74177,0.50987,2.23544,0.465,-0.41359,-0.0606,0.50007,0.592491,0.0625,-0.08542,4.36043,0.40808,0.2025,0.255,0.00472,0.2815,0.00376,3.81734
2020-07-30,0.20916,0.53663,-0.74281,0.48991,2.2305,0.45,-0.43142,-0.06443,0.50027,0.592505,0.0625,-0.08542,4.33012,0.41101,0.2025,0.245,0.00792,0.2665,-0.00294,3.82313
2020-07-31,0.20806,0.54297,-0.74188,0.49489,2.22051,0.445,-0.43066,-0.06336,0.50009,0.596953,0.0625,-0.086667,4.33563,0.41572,0.19,0.2225,0.01616,0.2665,-0.0053,3.77492
2020-08-03,0.20806,0.54297,-0.73536,0.49489,2.15046,0.445,-0.43023,-0.06321,0.48003,0.605848,0.065,-0.08033,4.35577,0.41929,0.19,0.225,0.02106,0.268,0.0005,3.75952
2020-08-04,0.20225,0.54031,-0.73585,0.51488,2.13543,0.42,-0.43583,-0.06445,0.49002,0.605805,0.065,-0.081597,4.35073,0.41948,0.2075,0.21,0.01161,0.269,0.00174,3.79466
2020-08-05,0.2027,0.5492,-0.72661,0.51987,2.13541,0.415,-0.4243,-0.0584,0.49012,0.608438,0.07,-0.082915,4.34631,0.4215,0.2,0.2225,0.01051,0.255,0.00959,3.75195
2020-08-06,0.20266,0.5491,-0.72728,0.52487,2.12038,0.43,-0.43127,-0.03094,0.49015,0.612835,0.07,-0.081618,4.35064,0.41905,0.195,0.2075,0.00224,0.254,0.00963,3.72865
2020-08-07,0.19912,0.55175,-0.72596,0.52489,2.12038,0.445,-0.42458,-0.02396,0.48008,0.612835,0.07,-0.081618,4.36564,0.42104,0.2,0.21,0.00367,0.2525,0.02241,3.62109
2020-08-10,0.19995,0.55306,-0.72521,0.53487,2.15046,0.455,-0.43311,-0.03483,0.48,0.617283,0.075,-0.081618,4.41557,0.42315,0.2075,0.21,-0.00756,0.2525,0.02854,3.62109
2020-08-11,0.20251,0.57262,-0.71661,0.54979,2.21554,0.495,-0.42366,-0.01221,0.49013,0.708108,0.09,-0.074014,4.4807,0.45267,0.215,0.26,-0.00504,0.2865,0.04249,3.60857
2020-08-12,0.20542,0.57548,-0.70922,0.52978,2.29563,0.51,-0.41602,-0.00733,0.51008,0.730131,0.1,-0.068964,4.44142,0.46454,0.15,0.265,0.00595,0.3125,0.03786,3.61841
2020-08-13,0.20605,0.58816,-0.7016,0.53476,2.33066,0.505,-0.40804,-0.00747,0.5204,0.805,0.0975,-0.067717,4.4709,0.46931,0.1075,0.2775,0.00703,0.29,0.04122,3.64307
2020-08-14,0.21411,0.58048,-0.69924,0.53484,2.34573,0.51,-0.41214,-0.01281,0.52017,0.81,0.0975,-0.062648,4.45053,0.46334,0.135,0.2875,0.00504,0.3175,0.04299,3.67916
2020-08-17,0.20981,0.57144,-0.70168,0.53985,2.34573,0.51,-0.42074,-0.02958,0.51019,0.825,0.0925,-0.06645,4.49562,0.45827,0.1275,0.2975,-0.00079,0.3125,0.03575,3.75044
2020-08-18,0.2074,0.5628,-0.70669,0.53984,2.33072,0.5,-0.42814,-0.04086,0.51026,0.84,0.09,-0.071479,4.49573,0.45517,0.085,0.305,-0.00465,0.315,0.02871,3.76234
2020-08-19,0.2059,0.56152,-0.71403,0.53984,2.31068,0.49,-0.435,-0.03675,0.49022,0.87,0.1,-0.075281,4.48127,0.45755,0.0925,0.3125,-0.0081,0.323,0.0248,3.74514
2020-08-20,0.19942,0.55262,-0.71653,0.54484,2.32561,0.485,-0.44317,-0.03922,0.51034,0.87,0.1,-0.072726,4.51093,0.43908,0.075,0.31,-0.0199,0.3225,0.03001,3.71109
2020-08-21,0.19481,0.55546,-0.71953,0.53486,2.3256,0.485,-0.44983,-0.03658,0.51014,0.87,0.1,-0.071459,4.53069,0.43173,0.0875,0.305,-0.03084,0.2975,0.03073,3.66464
2020-08-24,0.18594,0.55022,-0.72322,0.53484,2.33063,0.495,-0.44686,-0.03984,0.5302,0.889948,0.11,-0.073993,4.58067,0.43986,0.09,0.32,-0.03184,0.3,0.03012,3.67863
2020-08-25,0.18183,0.55581,-0.71036,0.54479,2.39572,0.53,-0.43257,-0.02081,0.54041,0.887599,0.1375,-0.073963,4.59069,0.45823,0.085,0.34,-0.01713,0.309,0.03621,3.72193
